H421,ALH,wail
H422,ALH,swear
H423,ALH,oath
H424,ALH,terebinth
H425,ALH,Elah
H426,ALH,god
H427,ALH,oak
H428,ALH,these
H429,ALH,these
H430,ALHY,gods
H431,ALW,lo!
H432,ALW,if
H433,ALWH,god
H434,ALWL,good for nothing
H435,ALWL,Elul
H436,ALW,terebinth
H437,ALW,oak
H438,ALW,Allon
H439,ALWBKWT,weeping
H440,ALWNY,Elonite
H441,ALW,chief｜tame
H442,ALW,Alush
H443,ALZBD,Elzabad
H444,ALX,be corrupt
H445,ALXN,Elkanan
H446,ALYAB,Eliab
H447,ALYAL,Eliel
H448,ALYATH,Eliathah
H449,ALYDD,Elidad
H450,ALYDO,Eliada
H451,ALYH,fat tail
H452,ALYH,Elijah
H453,ALYHW,Elihu
H454,ALYHWOYNY,Elihoenai
H455,ALYXBA,Eliahbah
H456,ALYXR,Elihoreph
H457,ALYL,insufficiency
H458,ALYML,Elimelech
H459,ALY,these
H460,ALYS,Eliasaph
H461,ALYOZR,Eliezer
H462,ALYOYNY,Elienai
H463,ALYO,Eliam
H464,ALYPZ,Eliphaz
H465,ALYPL,Eliphal
H466,ALYPLHW,Elipheleh
H467,ALYPL+,Eliphalet
H468,ALYCWR,Elizur
H469,ALYCP,Elizaphan
H470,ALYQA,Elika
H471,ALYQY,Eliakim
H472,ALYBO,Elisheba
H473,ALYH,Elishah
H474,ALYWO,Elishua
H475,ALYYB,Eliashib
H476,ALYMO,Elishama
H477,ALYO,Elisha
H478,ALYP+,Elishaphat
H479,AL,these
H480,ALLY,alas!
H481,AL,bind
H482,AL,silence
H483,AL,dumb
H484,ALMGY,almug
H485,ALMH,sheaf
H486,ALMWDD,Almodad
H487,ALML,Alammelech
H488,ALM,forsaken
H489,ALM,widowhood
H490,ALMNH,widow
H491,ALMNWT,widowhood
H492,ALMNY,some one
H493,ALNO,Elnaam
H494,ALNT,Elnathan
H495,ALSR,Ellasar
H496,ALOD,Elead
H497,ALODH,Eladah
H498,ALOWZY,Eluzai
H499,ALOZR,Eleazar
H500,ALOLA,Elealeh
H501,ALOH,Elasah
H502,AL,learn
H503,AL,thousand
H504,AL,cattle
H505,AL,thousand
H506,AL,"1,000"
H507,AL,Eleph
H508,ALPOL,Elpaal
H509,AL,urge
H510,ALQW,band of soldiers
H511,ALQNH,Elkanah
H512,ALQY,Elkoshite
H513,ALTWLD,Eltolad
H514,ALTQA,Eltekeh
H515,ALTQ,Eltekon
H516,ALTXT,go to ruin
H517,A,mother
H518,A,if｜that if
H519,AMH,maid
H520,AMH,ell｜foundation
H521,AMH,cubit
H522,AMH,Ammah
H523,AMH,tribe
H524,AMH,nation
H525,AMW,artificer
H526,AMW,Amon
H527,AMW,artificer
H528,AMW,multitude
H529,AMW,trusting
H530,AMWNH,firmness
H531,AMW,Amoz
H532,AMY,Ami
H533,AMY,mighty
H534,AMYR,top
H535,AML,be weak
H536,AMLL,sick
H537,AMLL,feeble
H538,AM,Amam
H539,AM,confirm
H540,AM,trust
H541,AM,go to
H542,AM,master-workman
H543,AM,verily
H544,AM,faithfulness
H545,AMNH,bringing up
H546,AMNH,verily
H547,AMNH,confirm
H548,AMNH,faith
H549,AMNH,Amana
H550,AMNW,Amnon
H551,AMN,verily
H552,AMN,verily
H553,AM,be stout
H554,AM,strong
H555,AM,strength
H556,AMCH,strength
H557,AMCY,Amzi
H558,AMCYH,Amaziah
H559,AMR,utter
H560,AMR,say
H561,AMR,utterance
H562,AMR,utterance
H563,AMR,lamb
H564,AMR,Immer
H565,AMRH,utterance
H566,AMRY,Imri
H567,AMRY,Amorite
H568,AMRYH,Amariah
H569,AMRPL,Amraphel
H570,AM,yesterday
H571,AMT,firmness
H572,AMTXT,sack
H573,AMTY,Amittai
H574,AMTNY,terrible
H575,A,where?
H576,ANA,I
H577,ANA,ah
H578,ANH,mourn
H579,ANH,be opportune
H580,ANW,we
H581,ANW,they
H582,ANW,man
H583,ANW,Enos
H584,ANX,sigh
H585,ANXH,sighing
H586,ANXNA,we
H587,ANXNW,we
H588,ANXRT,Anaharath
H589,ANY,I
H590,ANY,ships
H591,ANYH,a ship
H592,ANYH,mourning
H593,ANYO,Aniam
H594,AN,plummet
H595,ANKY,I
H596,AN,complain
H597,ANS,compel
H598,ANS,oppress
H599,AN,be angry
H600,AN,face
H601,ANPH,unclean bird
H602,ANQ,cry
H603,ANQH,crying
H604,ANQH,ferret
H605,AN,be weak
H606,AN,man
H607,ANTH,thou
H608,ANTW,ye
H609,ASA,Asa
H610,ASW,flask
H611,ASW,mischief
H612,ASWR,band
H613,ASWR,band
H614,ASY,ingathering
H615,ASYR,bondman
H616,ASYR,prisoners
H617,ASYR,Assir
H618,AS,storehouse
H619,ASNH,Asnah
H620,ASNPR,Asnapper
H621,ASNT,Asenath
H622,AS,gather
H623,AS,Asaph
H624,AS,store
H625,AS,gathering
H626,ASPH,a collecting
H627,ASPH,collection
H628,ASPS,collection
H629,ASPRNA,thoroughly
H630,ASPTA,Aspatha
H631,ASR,tie
H632,ASR,bond
H633,ASR,interdict
H634,ASRXDW,Esar-haddon
H635,ASTR,Esther
H636,AO,wood
H637,A,also
H638,A,also
H639,A,nostril
H640,APD,gird on ephod
H641,APD,Ephod
H642,APDH,ephod
H643,APD,palace
H644,APH,bake
H645,APW,then
H646,APWD,ephod
H647,APYX,Aphiah
H648,APYL,late
H649,APY,Appaim
H650,APYQ,channel
H651,APL,gloomy
H652,APL,darkness
H653,APLH,darkness
H654,APLL,Ephlal
H655,AP,circumstance
H656,APS,cease
H657,APS,ceasing｜the soles
H658,APSDMY,Ephes-dammim
H659,APO,breath
H660,APOH,viper
H661,AP,surround
H662,APQ,hold
H663,APQ,Aphek
H664,APQH,Aphekah
H665,APR,ashes
H666,APR,covering
H667,APRX,young one
H668,APRYW,sedan
H669,APRY,Ephraim
H670,APRSY,Apharsite
H671,APRSKY,Apharsachites
H672,APRT,once (Psalm 132:6) perhaps for Ephraim; also of an Israelitish woman; Ephrath
H673,APRTY,Ephrathite
H674,APT,in the end
H675,ACBW,Ezbon
H676,ACBO,finger
H677,ACBO,finger
H678,ACYL,side
H679,ACYL,joining
H680,ACL,lay aside
H681,ACL,conjunction
H682,ACL,Azal
H683,ACLYHW,Azaliah
H684,AC,Ozem
H685,ACODH,step-chain
H686,ACR,lay up
H687,ACR,Ezer
H688,AQDX,fiery glow
H689,AQW,wild goat
H690,ARA,Ara
H691,ARAL,heroes
H692,ARALY,Areli
H693,ARB,lie in wait
H694,ARB,Arab
H695,ARB,ambuscade
H696,ARB,ambuscade
H697,ARBH,locust
H698,ARBH,artifice
H699,ARBH,lattice
H700,ARBWT,Aruboth
H701,ARBY,Arbite
H702,ARBO,four
H703,ARBO,four
H704,ARBO,Arba
H705,ARBOY,forty
H706,ARBOTY,four
H707,ARG,weave
H708,ARG,loom
H709,ARGB,Argob
H710,ARGW,purple
H711,ARGW,purple
H712,ARGZ,box
H713,ARGM,purple
H714,ARD,Ard
H715,ARDW,Ardon
H716,ARDY,Ardite
H717,ARH,pluck
H718,ARW,lo
H719,ARWD,Arvad
H720,ARWD,Arod
H721,ARWDY,Arvadite
H722,ARWDY,Arodite
H723,ARWH,manger
H724,ARWKH,healing
H725,ARWMH,Arumah
H726,ARWMY,Edomite
H727,ARW,chest
H728,ARWNH,Araunah
H729,ARZ,firm
H730,ARZ,cedar
H731,ARZH,cedar-panels
H732,ARX,wander
H733,ARX,Arah
H734,ARX,way
H735,ARX,way
H736,ARXH,travelling company
H737,ARXH,meal
H738,ARY,lion
H739,ARYAL,lion of God
H740,ARYAL,Ariel
H741,ARAYL,hearth
H742,ARYDY,Aridai
H743,ARYDTA,Aridatha
H744,ARYH,lion
H745,ARYH,Arieh
H746,ARYW,Arioch
H747,ARYSY,Arisai
H748,AR,be long
H749,AR,fitting
H750,AR,long
H751,AR,Erech
H752,AR,long
H753,AR,length
H754,ARKA,a lengthening
H755,ARKBH,knee
H756,ARKWY,Archevite
H757,ARKY,Arkite
H758,AR,Aram
H759,ARMW,citadel
H760,ARCWBH,Aram-zobah
H761,ARMY,Aramæan
H762,ARMYT,in Aramaic
H763,ARNHRY,Aram-naharaim
H764,ARMNY,Armoni
H765,AR,Aran
H766,AR,fir
H767,AR,Oren
H768,ARNBT,hare
H769,ARNW,Arnon
H770,ARN,Arnan
H771,ARN,Ornan. See
H772,ARO,earth
H773,AROYT,bottom
H774,ARPD,Arpad
H775,ARPKD,Arphaxad
H776,AR,earth
H777,ARCA,Arza
H778,ARQ,earth
H779,ARR,curse
H780,ARR+,Ararat
H781,AR,betroth
H782,ART,desire
H783,ARTXTA,Artaxerxes
H784,A,fire
H785,A,fire
H786,A,there is
H787,A,foundation
H788,ABL,Ashbel
H789,ABLY,Ashbelite
H790,AB,Eshban
H791,ABO,Ashbea
H792,ABOL,Eshbaal
H793,AD,foundation
H794,ADH,foundation
H795,ADWD,Ahdod
H796,ADWDY,Ashdodite
H797,ADWDYT,in the language of Ashdod
H798,ADWTHPSGH,Ashdoth-pisgah
H799,ADT,fire
H800,AH,from their fire
H801,AH,an offering made by fire
H802,AH,woman
H803,AWYH,buttress
H804,AWR,Asshur
H805,AWRY,an Ashurite｜Asshurim
H806,AXWR,Ashur
H807,AYMA,Ashima
H808,AY,raisin-cake
H809,AYH,raisin-cake
H810,A,testicle
H811,AKWL,cluster
H812,AKL,Eshcol
H813,AKNZ,Ashkenaz
H814,AKR,gift
H815,AL,tamarisk-tree
H816,A,offend
H817,A,offence
H818,A,guilty
H819,AMH,wrong-doing
H820,AM,among the stout
H821,AMRH,watch
H822,ANB,window-lattice
H823,ANH,Ashnah
H824,AO,Eshean
H825,A,conjurer
H826,A,conjurer
H827,APH,quiver
H828,APNZ,Ashpenaz
H829,APR,cake
H830,APT,ash-heap
H831,AQLW,Ashkelon
H832,AQLWNY,Ashkelonite
H833,AR,go straight
H834,AR,according as｜in which｜who
H835,AR,happiness
H836,AR,Asher
H837,AR,happiness
H838,AR,step
H839,AR,cedar tree
H840,ARAL,Asareel
H841,ARALH,Asarelah
H842,ARH,grove
H843,ARY,Asherite
H844,ARYAL,Ashriel
H845,ARALY,Asrielite
H846,ARNA,wall
H847,ATAL,Eshtaol
H848,ATALY,Eshtaolite
H849,ATDWR,revolt
H850,ATW,Eshton
H851,ATMO,Eshtemoa
H852,AT,sign
H853,AT,mark of the accusative
H854,AT,with
H855,AT,ploughshare
H856,ATBOL,Ethbaal
H857,ATH,come
H858,ATH,come
H859,ATH,thou｜you
H860,ATW,she-ass
H861,ATW,furnace
H862,ATWQ,gallery
H863,ATY,Ithai
H864,AT,Etham
H865,ATMWL,yesterday
H866,ATNH,hire
H867,ATNY,Ethni
H868,ATN,hire
H869,ATN,Ethnan
H870,ATR,place
H871,ATRY,spies
H872,BAH,entrance
H873,BAW,bad
H874,BAR,make distinct
H875,BAR,well
H876,BAR,Beer
H877,BAR,cistern
H878,BARA,Beera
H879,BARALY,Beer-elim
H880,BARH,Beerah
H881,BARWT,Beeroth
H882,BARY,Beeri
H883,BARLXYRAY,Beer-lahai-roi
H884,BARBO,Beer-shebah
H885,BARTBNYYOQ,Beeroth of the children of Jaakan
H886,BARTY,Beerothite
H887,BA,have a bad smell
H888,BA,be evil
H889,BA,stench
H890,BAH,stinking weeds
H891,BAY,stinking
H892,BBH,the apple of his eye
H893,BBY,Bebai
H894,BBL,Babel
H895,BBL,Babylon
H896,BBLY,the Babylonians
H897,BG,spoiling
H898,BGD,act treacherously
H899,BGD,garment｜treachery
H900,BGDWT,men of treachery
H901,BGWD,treacherous
H902,BGWY,Bigvai
H903,BGTA,Bigtha
H904,BGT,Bigthan
H905,BD,separation
H906,BD,white linen
H907,BD,brag
H908,BDA,devise
H909,BDD,be separate
H910,BDD,isolation
H911,BDD,Bedad
H912,BDYH,Bedeiah
H913,BDYL,alloy
H914,BDL,be divided
H915,BDL,piece
H916,BDLX,bdellium
H917,BD,Bedan
H918,BDQ,mend
H919,BDQ,fissure
H920,BDQR,Bidkar
H921,BDR,scatter
H922,BHW,emptiness
H923,BH+,porphyry
H924,BHYLW,haste
H925,BHYR,bright
H926,BHL,tremble
H927,BHL,alarm
H928,BHLH,dismay
H929,BHMH,beast
H930,BHMWT,behemoth
H931,BH,thumb
H932,BH,Bohan
H933,BHQ,white scurf
H934,BHRT,brightness
H935,BWA,come in
H936,BWZ,despise
H937,BWZ,contempt
H938,BWZ,Buz
H939,BWZH,contempt
H940,BWZY,Buzite
H941,BWZY,Buzi
H942,BWY,Bavai
H943,BW,perplex
H944,BWL,produce
H945,BWL,Bul
H946,BWNH,Bunah
H947,BWS,tread down
H948,BW,byssus
H949,BWC,Bozez
H950,BWQH,emptiness
H951,BWQR,herdsman
H952,BWR,make clear
H953,BWR,cistern｜pit
H954,BW,be ashamed
H955,BWH,shame
H956,BWT,lodge
H957,BZ,spoiling
H958,BZA,divide
H959,BZH,despise
H960,BZH,despise
H961,BZH,spoil
H962,BZZ,spoil
H963,BZYW,contempt
H964,BZYWTYH,Bizjothjah
H965,BZQ,lightning flash
H966,BZQ,Bezek
H967,BZR,scatter
H968,BZTA,Biztha
H969,BXW,assayer
H970,BXWR,young man
H971,BXY,their siege-towers
H972,BXYR,chosen
H973,BXL,feel loathing｜gotten by greed
H974,BX,examine
H975,BX,watch-tower
H976,BX,testing
H977,BXR,choose
H978,BXRWMY,Baharumite
H979,BXRWT,youth
H980,BXRY,Bahurim
H981,B+A,speak rashly
H982,B+X,trust
H983,B+X,security
H984,B+X,Betah
H985,B+XH,trusting
H986,B+XW,trust
H987,B+XWT,security
H988,B+L,cease
H989,B+L,cease
H990,B+,belly
H991,B+,Beten
H992,B+,pistachio
H993,B+NY,Betonim
H994,BY,I pray
H995,BY,discern
H996,BY,interval
H997,BY,between
H998,BYNH,understanding
H999,BYNH,understanding
H1000,BYCH,egg
H1001,BYRA,castle
H1002,BYRH,castle
H1003,BYRNYT,fortress
H1004,BYT,between｜house
H1005,BYT,house
H1006,BYT,Bajith
H1007,BYTAW,Beth-aven
H1008,BYTAL,Beth-el
H1009,BYTARBAL,Beth-Arbel
H1010,BYTBOLMOW,Beth-baal-meon
H1011,BYTBRAY,Bethbirei
H1012,BYTBRH,Beth-barah
H1013,BYTGDR,Beth-gader
H1014,BYTGMWL,Beth-gamul
H1015,BYTDBLTY,Beth-diblathaim
H1016,BYTDGW,Beth-dagon
H1017,BYTHALY,the Bethelite
H1018,BYTHACL,Beth-ezel
H1019,BYTHGLGL,Beth-gilgal
H1020,BYTHYYMWT,Beth-jeshimoth
H1021,BYTHKR,Beth-haccerem
H1022,BYTHLXMY,Beth-lechemite
H1023,BYTHMRXQ,place that was far off
H1024,BYTHMRKBWT,Bethmarcaboth
H1025,BYTHOMQ,Beth-emek
H1026,BYTHORBH,Beth-arabah
H1027,BYTHR,Beth-aram
H1028,BYTHR,Beth-haran
H1029,BYTH+H,Beth-shittah
H1030,BYTHMY,Beth-shimshite
H1031,BYTXGLH,Beth-hoglah
H1032,BYTXWRW,Beth-horon
H1033,BYTKR,Beth-car
H1034,BYTLBAWT,Beth-lebaoth
H1035,BYTLX,Bethlehem
H1036,BYTLOPRH,house of Aphrah
H1037,BYTMLWA,house of Millo
H1038,BYTMOKH,Beth-maachah
H1039,BYTNMRH,Beth-Nimrah
H1040,BYTOD,Beth-eden
H1041,BYTOZMWT,Bethaz-maveth
H1042,BYTONWT,Beth-anoth
H1043,BYTONT,Beth-anath
H1044,BYTOQD,shearing house
H1045,BYTOTRWT,house of Ashtaroth
H1046,BYTPL+,Beth-palet
H1047,BYTPOWR,Bethpeor
H1048,BYTPC,Beth-pazzez
H1049,BYTCWR,Beth-zur
H1050,BYTRXWB,Beth-rehob
H1051,BYTRPA,Beth-rapha
H1052,BYTA,Beth-shean
H1053,BYTM,Beth-shemesh
H1054,BYTTPWX,Beth-tappuah
H1055,BYT,house
H1056,BKA,Baca
H1057,BKA,balsam-tree
H1058,BKH,weep
H1059,BKH,a weeping
H1060,BKWR,first-born
H1061,BKWR,first-fruits
H1062,BKWRH,right of first-born
H1063,BKWRH,first ripe fig
H1064,BKWRT,Bechorath
H1065,BKY,weeping
H1066,BKY,Bochim
H1067,BKYRH,first-born
H1068,BKYT,weeping
H1069,BKR,give the birthright
H1070,BKR,young camel
H1071,BKR,Becher
H1072,BKRH,young camel
H1073,BKRH,first ripe fig
H1074,BKRW,Bocheru
H1075,BKRY,Bichri
H1076,BKRY,Bakrite
H1077,BL,not
H1078,BL,Bel
H1079,BL,mind
H1080,BLA,wear away
H1081,BLAD,Baladan
H1082,BLG,gleam
H1083,BLGH,Bilgah
H1084,BLGY,Bilgai
H1085,BLDD,Bildad
H1086,BLH,become old and worn out
H1087,BLH,worn out
H1088,BLH,Balah
H1089,BLH,trouble
H1090,BLHH,Bilhah
H1091,BLHH,terror
H1092,BLH,Bilhan
H1093,BLW,tribute
H1094,BLWA,worn out things
H1095,BL+ACR,Belteshazzar
H1096,BL+ACR,Belteshazzar
H1097,BLY,wearing out
H1098,BLYL,fodder
H1099,BLYMH,nothingness
H1100,BLYOL,worthlessness
H1101,BLL,mingle｜to give provender
H1102,BL,curb
H1103,BLS,gather figs
H1104,BLO,swallow down
H1105,BLO,swallowing
H1106,BLO,Bela
H1107,BLODY,not unto
H1108,BLOY,Belaite
